"","SiteID","Season","Year","X","SiteCodeB","SiteLength","Date","JD","PairedEvent","NumPass","MeanFL","MinMarkLength","Species","Mark","Recap","Run1Cap","Run2Cap","CE","CEAbund","PetersonAbund","SE","Upper95","Lower95","CEgroup","distinct","P.Run2Cap","SiteCodeC","MeanCEAbund","MeanCE","LowerCE","UpperCE","Density_MeanCE","AgeClass","SampleType","Section","BassSection","BassExperiment"
"162","MO_F_4","Fall",2023,41,"MO_F_4 2023 J",157,"2023-10-10",283,"J",1,188.549019607843,NA,"RBT",51,0,51,0,NA,NA,NA,NA,NA,NA,1,"MO_F_4_2023_Fall",0,"Fall 1",135.159010600707,0.377333333333333,0.250791479914527,0.50387518675214,0.860885417838897,"Age1andUp","Abundance","MO_above","MO_above","before"
"163","MO_F_4","Fall",2023,41,"MO_F_4 2023 J",157,"2023-10-10",283,"J",1,202.5,NA,"Bass",2,0,2,0,NA,NA,NA,NA,NA,NA,1,"MO_F_4_2023_Fall",0,"Fall 1",5.30035335689046,0.377333333333333,0.250791479914527,0.50387518675214,0.0337602124642705,"All","Abundance","MO_above","MO_above","before"
"164","MO_F_4","Fall",2023,41,"MO_F_4 2023 J",157,"2023-10-10",283,"J",1,113.211538461538,NA,"RBT",52,0,52,0,NA,NA,NA,NA,NA,NA,1,"MO_F_4_2023_Fall",0,"Fall",174.301675977654,0.298333333333333,0.231709442546849,0.364957224119818,1.11020175781945,"Age0","Abundance","MO_above","MO_above","before"
"165","MO_F_5","Fall",2023,42,"MO_F_5 2023 A",133,"2023-10-11",284,"A",1,105.052631578947,NA,"RBT",19,0,19,0,NA,NA,NA,NA,NA,NA,1,"MO_F_5_2023_Fall",0,"Fall",63.6871508379889,0.298333333333333,0.231709442546849,0.364957224119818,0.478850758180368,"Age0","Abundance","MO_above","MO_above","before"
"166","MO_F_5","Fall",2023,42,"MO_F_5 2023 A",133,"2023-10-11",284,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_F_5_2023_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Abundance","MO_above","MO_above","before"
"167","MO_F_5","Fall",2023,42,"MO_F_5 2023 A",133,"2023-10-11",284,"A",1,194.909090909091,NA,"RBT",11,0,11,0,NA,NA,NA,NA,NA,NA,1,"MO_F_5_2023_Fall",0,"Fall 1",29.1519434628975,0.377333333333333,0.250791479914527,0.50387518675214,0.219187544833816,"Age1andUp","Abundance","MO_above","MO_above","before"
"168","MO_F_5","Fall",2023,42,"MO_F_5 2023 A",133,"2023-10-11",284,"A",1,138,NA,"RBT",30,0,30,0,NA,NA,NA,NA,NA,NA,1,"MO_F_5_2023_Fall",0,"Fall 1",113.333333333333,0.264705882352941,0.208935518405683,0.3204762463002,0.852130325814537,"Age0andUp","Abundance","MO_above","MO_above","before"
"169","MO_F_6","Fall",2023,43,"MO_F_6 2023 C",154,"2023-10-11",284,"C",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_F_6_2023_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Abundance","MO_above","MO_above","before"
"170","MO_F_6","Fall",2023,43,"MO_F_6 2023 C",154,"2023-10-11",284,"C",1,117.166666666667,NA,"RBT",30,0,30,0,NA,NA,NA,NA,NA,NA,1,"MO_F_6_2023_Fall",0,"Fall 1",113.333333333333,0.264705882352941,0.208935518405683,0.3204762463002,0.735930735930736,"Age0andUp","Abundance","MO_above","MO_above","before"
"171","MO_F_6","Fall",2023,43,"MO_F_6 2023 C",154,"2023-10-11",284,"C",1,164,NA,"RBT",7,0,7,0,NA,NA,NA,NA,NA,NA,1,"MO_F_6_2023_Fall",0,"Fall 1",18.5512367491166,0.377333333333333,0.250791479914527,0.50387518675214,0.120462576292965,"Age1andUp","Abundance","MO_above","MO_above","before"
"172","MO_F_6","Fall",2023,43,"MO_F_6 2023 C",154,"2023-10-11",284,"C",1,102.913043478261,NA,"RBT",23,0,23,0,NA,NA,NA,NA,NA,NA,1,"MO_F_6_2023_Fall",0,"Fall",77.0949720670392,0.298333333333333,0.231709442546849,0.364957224119818,0.500616701734021,"Age0","Abundance","MO_above","MO_above","before"
"173","MO_F_6","Spring",2023,44,"MO_F_6 2023 A",154,"2023-06-22",173,"A",2,125.797619047619,132,"RBT",19,7,41,43,0.37,110.81,109,25.6904651573303,159,59,NA,NA,1.04878048780488,"Spring NA",110.810810810811,0.37,NA,NA,0.719550719550719,"Age0andUp",NA,NA,NA,NA
"174","MO_F_6","Spring",2023,44,"MO_F_6 2023 A",154,"2023-06-22",173,"A",2,178.897959183673,132,"RBT",19,6,19,30,0.32,59.38,88,22.2141708770573,132,44,NA,NA,1.57894736842105,"Spring NA",59.375,0.32,NA,NA,0.385551948051948,"Age1andUp",NA,NA,NA,NA
"175","MO_F_6","Spring",2023,44,"MO_F_6 2023 A",154,"2023-06-22",173,"A",2,51.4571428571429,NA,"RBT",0,1,22,13,NA,NA,NA,NA,NA,NA,NA,NA,0.590909090909091,"Spring",92.6315789473684,0.2375,-0.0196885482157658,0.494688548215766,0.601503759398496,"Age0",NA,NA,NA,NA
"176","MO_F_6","Spring",2023,44,"MO_F_6 2023 A",154,"2023-06-22",173,"A",2,206.666666666667,197,"Bass",5,1,5,1,0.2,25,5,0,5,5,NA,NA,0.2,"Spring NA",15.625,0.32,NA,NA,0.101461038961039,"All",NA,NA,NA,NA
"177","MO_OP","Spring",2019,46,"MO_OP 2019 C",0,"2019-05-29",149,"C",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_bass","MO",NA
"178","MO_OP","Spring",2019,47,"MO_OP 2019 A",0,"2019-05-10",130,"A",1,202.857142857143,NA,"RBT",7,0,7,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",27.038626609442,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_bass","MO",NA
"179","MO_OP","Spring",2019,45,"MO_OP 2019 B",0,"2019-05-22",142,"B",1,105,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring",4.21052631578947,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Supplementary","MO_bass","MO",NA
"180","MO_OP","Spring",2019,47,"MO_OP 2019 A",0,"2019-05-10",130,"A",1,202.857142857143,NA,"RBT",7,0,7,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",30.8823529411764,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_bass","MO",NA
"181","MO_OP","Spring",2019,45,"MO_OP 2019 B",0,"2019-05-22",142,"B",1,156.230769230769,NA,"RBT",12,0,13,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",57.3529411764705,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_bass","MO",NA
"182","MO_OP","Spring",2019,46,"MO_OP 2019 C",0,"2019-05-29",149,"C",1,169.5,NA,"RBT",10,0,10,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",38.6266094420601,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_bass","MO",NA
"183","MO_OP","Spring",2019,45,"MO_OP 2019 B",0,"2019-05-22",142,"B",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_bass","MO",NA
"184","MO_OP","Spring",2019,47,"MO_OP 2019 A",0,"2019-05-10",130,"A",1,259.25,NA,"Bass",0,0,4,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",15.450643776824,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_bass","MO",NA
"185","MO_OP","Spring",2019,45,"MO_OP 2019 B",0,"2019-05-22",142,"B",1,160.5,NA,"RBT",11,0,12,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",46.3519313304721,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_bass","MO",NA
"186","MO_OP","Spring",2019,46,"MO_OP 2019 C",0,"2019-05-29",149,"C",1,169.5,NA,"RBT",10,0,10,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2019_Spring",0,"Spring 1",44.1176470588235,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_bass","MO",NA
"187","MO_OP","Spring",2020,48,"MO_OP 2020 E",0,"2020-05-14",135,"E",1,206.625,NA,"RBT",8,0,8,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring 1",30.9012875536481,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_above","MO",NA
"188","MO_OP","Spring",2020,49,"MO_OP 2020 F",0,"2020-05-29",150,"F",1,198,NA,"RBT",8,0,8,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring 1",30.9012875536481,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_above","MO",NA
"189","MO_OP","Spring",2020,48,"MO_OP 2020 E",0,"2020-05-14",135,"E",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_above","MO",NA
"190","MO_OP","Spring",2020,46,"MO_OP 2020 F",0,"2020-05-29",150,"F",1,53,NA,"RBT",0,0,1,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring",4.21052631578947,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Supplementary","MO_above","MO",NA
"191","MO_OP","Spring",2020,49,"MO_OP 2020 F",0,"2020-05-29",150,"F",1,121,NA,"Bass",0,0,1,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring 1",3.86266094420601,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_above","MO",NA
"192","MO_OP","Spring",2020,49,"MO_OP 2020 F",0,"2020-05-29",150,"F",1,181.888888888889,NA,"RBT",8,0,9,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring 1",39.7058823529411,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_above","MO",NA
"193","MO_OP","Spring",2020,48,"MO_OP 2020 E",0,"2020-05-14",135,"E",1,206.625,NA,"RBT",8,0,8,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_2020_Spring",0,"Spring 1",35.2941176470588,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_above","MO",NA
"194","MO_OP_Above","Spring",2021,50,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2021_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"Age1andUp","Supplementary","MO_above","MO_above","after"
"195","MO_OP_Above","Spring",2021,47,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2021_Spring",NA,"Spring",0,0.2375,-0.0196885482157658,0.494688548215766,0,"Age0","Supplementary","MO_above","MO_above","after"
"196","MO_OP_Above","Spring",2021,50,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2021_Spring",NA,"Spring 1",0,0.226666666666667,0.143858116383498,0.309475216949835,0,"Age0andUp","Supplementary","MO_above","MO_above","after"
"197","MO_OP_Above","Spring",2021,50,NA,NA,NA,NA,NA,NA,NA,NA,"Bass",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2021_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_above","MO_above","after"
"198","MO_OP_Above","Spring",2022,51,"MO_OP_Above 2022 D",0,"2022-07-26",207,"D",1,200,NA,"Bass",0,0,7,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2022_Spring",0,"Spring 1",27.038626609442,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_above","MO_above","before"
"199","MO_OP_Above","Spring",2022,51,"MO_OP_Above 2022 D",0,"2022-07-26",207,"D",1,133.138888888889,NA,"RBT",36,0,36,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2022_Spring",0,"Spring 1",158.823529411764,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_above","MO_above","before"
"200","MO_OP_Above","Spring",2022,51,"MO_OP_Above 2022 D",0,"2022-07-26",207,"D",1,196.5625,NA,"RBT",16,0,16,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2022_Spring",0,"Spring 1",61.8025751072961,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_above","MO_above","before"
"201","MO_OP_Above","Spring",2022,48,"MO_OP_Above 2022 D",0,"2022-07-26",207,"D",1,82.4,NA,"RBT",20,0,20,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Above_2022_Spring",0,"Spring",84.2105263157895,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Supplementary","MO_above","MO_above","before"
"202","MO_OP_Below","Spring",2021,52,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2021_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"Age1andUp","Supplementary","MO_bass","MO_below","after"
"203","MO_OP_Below","Spring",2021,52,NA,NA,NA,NA,NA,NA,NA,NA,"Bass",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2021_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_bass","MO_below","after"
"204","MO_OP_Below","Spring",2021,49,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2021_Spring",NA,"Spring",0,0.2375,-0.0196885482157658,0.494688548215766,0,"Age0","Supplementary","MO_bass","MO_below","after"
"205","MO_OP_Below","Spring",2021,52,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2021_Spring",NA,"Spring 1",0,0.226666666666667,0.143858116383498,0.309475216949835,0,"Age0andUp","Supplementary","MO_bass","MO_below","after"
"206","MO_OP_Below","Spring",2022,53,"MO_OP_Below 2022 D",0,"2022-07-26",207,"D",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2022_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","MO_below","MO_below","before"
"207","MO_OP_Below","Spring",2022,53,"MO_OP_Below 2022 D",0,"2022-07-26",207,"D",1,225.3,NA,"RBT",20,0,20,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2022_Spring",0,"Spring 1",88.2352941176469,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","MO_below","MO_below","before"
"208","MO_OP_Below","Spring",2022,53,"MO_OP_Below 2022 D",0,"2022-07-26",207,"D",1,225.3,NA,"RBT",20,0,20,0,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2022_Spring",0,"Spring 1",77.2532188841201,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","MO_below","MO_below","before"
"209","MO_OP_Below","Spring",2022,50,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_OP_Below_2022_Spring",NA,"Spring",0,0.2375,-0.0196885482157658,0.494688548215766,0,"Age0","Supplementary","MO_below","MO_below","before"
"210","MO_USC_A","Spring",2018,54,"MO_USC_A 2018 A",380,"2018-06-28",179,"A",1,170.655172413793,NA,"RBT",29,0,29,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2018_Spring",0,"Spring 1",112.017167381974,0.258888888888889,0.16824845395809,0.349529323819688,0.294782019426248,"Age1andUp","Supplementary","MO_bass","MO",NA
"211","MO_USC_A","Spring",2018,54,"MO_USC_A 2018 A",380,"2018-06-28",179,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2018_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","MO_bass","MO",NA
"212","MO_USC_A","Spring",2018,51,"MO_USC_A 2018 A",380,"2018-06-28",179,"A",1,78.6666666666667,NA,"RBT",5,0,6,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2018_Spring",0,"Spring",25.2631578947368,0.2375,-0.0196885482157658,0.494688548215766,0.0664819944598338,"Age0","Supplementary","MO_bass","MO",NA
"213","MO_USC_A","Spring",2018,54,"MO_USC_A 2018 A",380,"2018-06-28",179,"A",1,154.885714285714,NA,"RBT",34,0,35,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2018_Spring",0,"Spring 1",154.411764705882,0.226666666666667,0.143858116383498,0.309475216949835,0.406346749226006,"Age0andUp","Supplementary","MO_bass","MO",NA
"214","MO_USC_A","Spring",2019,55,"MO_USC_A 2019 B",380,"2019-06-25",176,"B",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2019_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","MO_bass","MO",NA
"215","MO_USC_A","Spring",2019,55,"MO_USC_A 2019 B",380,"2019-06-25",176,"B",1,181.461538461538,NA,"RBT",39,0,39,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2019_Spring",0,"Spring 1",172.058823529412,0.226666666666667,0.143858116383498,0.309475216949835,0.452786377708978,"Age0andUp","Supplementary","MO_bass","MO",NA
"216","MO_USC_A","Spring",2019,55,"MO_USC_A 2019 B",380,"2019-06-25",176,"B",1,181.461538461538,NA,"RBT",39,0,39,0,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2019_Spring",0,"Spring 1",150.643776824034,0.258888888888889,0.16824845395809,0.349529323819688,0.396430991642195,"Age1andUp","Supplementary","MO_bass","MO",NA
"217","MO_USC_A","Spring",2019,52,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,"MO_USC_A_2019_Spring",NA,"Spring",0,0.2375,-0.0196885482157658,0.494688548215766,0,"Age0","Supplementary","MO_bass","MO",NA
"218","PF15_A","Fall",2017,56,"PF15_A 2017 B",160,"2017-10-19",292,"B",2,103.6,88,"RBT",11,3,11,9,0.27,40.74,29,8.48528137423857,46,12,2,"PF15_A_2017_Fall",0.818181818181818,"Fall 2",28.3667621776504,0.387777777777778,0.286892354440334,0.488663201115222,0.177292263610315,"Age0andUp","Abundance","PF15","PF15",NA
"219","PF15_A","Fall",2017,56,"PF15_A 2017 B",160,"2017-10-19",292,"B",2,107,88,"RBT",8,3,8,7,0.38,21.05,17,4.24264068711928,25,9,2,"PF15_A_2017_Fall",0.875,"Fall 2",18.7290969899666,0.427142857142857,0.262338811885062,0.591946902400652,0.117056856187291,"Age1andUp","Abundance","PF15","PF15",NA
"220","PF15_A","Fall",2017,56,"PF15_A 2017 B",160,"2017-10-19",292,"B",2,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2017_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"All","Abundance","PF15","PF15",NA
"221","PF15_A","Fall",2017,53,"PF15_A 2017 B",160,"2017-10-19",292,"B",2,93.4,NA,"RBT",3,0,3,2,NA,NA,NA,NA,NA,NA,2,"PF15_A_2017_Fall",0.666666666666667,"Fall",10.0558659217877,0.298333333333333,0.231709442546849,0.364957224119818,0.0628491620111733,"Age0","Abundance","PF15","PF15",NA
"222","PF15_A","Fall",2018,58,"PF15_A 2018 C",160,"2018-10-31",304,"C",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2018_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"All","Abundance","PF15","PF15",NA
"223","PF15_A","Fall",2018,58,"PF15_A 2018 C",160,"2018-10-31",304,"C",1,104,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2018_Fall",0,"Fall 2",2.34113712374582,0.427142857142857,0.262338811885062,0.591946902400652,0.0146321070234114,"Age1andUp","Abundance","PF15","PF15",NA
"224","PF15_A","Fall",2018,55,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2018_Fall",NA,"Fall",0,0.298333333333333,0.231709442546849,0.364957224119818,0,"Age0","Abundance","PF15","PF15",NA
"225","PF15_A","Fall",2018,58,"PF15_A 2018 C",160,"2018-10-31",304,"C",1,104,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2018_Fall",0,"Fall 2",2.57879656160458,0.387777777777778,0.286892354440334,0.488663201115222,0.0161174785100286,"Age0andUp","Abundance","PF15","PF15",NA
"226","PF15_A","Fall",2019,59,"PF15_A 2019 E",160,"2019-10-17",290,"E",1,136,NA,"RBT",4,0,4,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2019_Fall",0,"Fall 2",9.36454849498328,0.427142857142857,0.262338811885062,0.591946902400652,0.0585284280936455,"Age1andUp","Abundance","PF15","PF15",NA
"227","PF15_A","Fall",2019,59,"PF15_A 2019 E",160,"2019-10-17",290,"E",1,125.8,NA,"RBT",5,0,5,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2019_Fall",0,"Fall 2",12.8939828080229,0.387777777777778,0.286892354440334,0.488663201115222,0.0805873925501432,"Age0andUp","Abundance","PF15","PF15",NA
"228","PF15_A","Fall",2019,56,"PF15_A 2019 E",160,"2019-10-17",290,"E",1,85,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2019_Fall",0,"Fall",3.35195530726257,0.298333333333333,0.231709442546849,0.364957224119818,0.0209497206703911,"Age0","Abundance","PF15","PF15",NA
"229","PF15_A","Fall",2019,59,"PF15_A 2019 E",160,"2019-10-17",290,"E",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2019_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"All","Abundance","PF15","PF15",NA
"230","PF15_A","Fall",2020,61,"PF15_A 2020 G",160,"2020-10-15",289,"G",1,274,NA,"RBT",3,0,3,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2020_Fall",0,"Fall 2",7.02341137123746,0.427142857142857,0.262338811885062,0.591946902400652,0.0438963210702341,"Age1andUp","Abundance","PF15","PF15",NA
"231","PF15_A","Fall",2020,61,"PF15_A 2020 G",160,"2020-10-15",289,"G",1,274,NA,"RBT",3,0,3,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2020_Fall",0,"Fall 2",7.73638968481375,0.387777777777778,0.286892354440334,0.488663201115222,0.0483524355300859,"Age0andUp","Abundance","PF15","PF15",NA
"232","PF15_A","Fall",2020,61,"PF15_A 2020 G",160,"2020-10-15",289,"G",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2020_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"All","Abundance","PF15","PF15",NA
"233","PF15_A","Fall",2020,58,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2020_Fall",NA,"Fall",0,0.298333333333333,0.231709442546849,0.364957224119818,0,"Age0","Abundance","PF15","PF15",NA
"234","PF15_A","Fall",2021,63,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2021_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"Age1andUp","Abundance","PF15","PF15",NA
"235","PF15_A","Fall",2021,63,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2021_Fall",NA,"Fall 2",0,0.387777777777778,0.286892354440334,0.488663201115222,0,"Age0andUp","Abundance","PF15","PF15",NA
"236","PF15_A","Fall",2021,60,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2021_Fall",NA,"Fall",0,0.298333333333333,0.231709442546849,0.364957224119818,0,"Age0","Abundance","PF15","PF15",NA
"237","PF15_A","Fall",2021,63,NA,NA,NA,NA,NA,NA,NA,NA,"Bass",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2021_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,NA,"All","Abundance","PF15","PF15",NA
"238","PF15_A","Fall",2023,65,"PF15_A 2023 K",160,"2023-10-12",285,"K",1,215,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2023_Fall",0,"Fall 2",2.34113712374582,0.427142857142857,0.262338811885062,0.591946902400652,0.0146321070234114,"Age1andUp","Abundance","PF15","PF15",NA
"239","PF15_A","Fall",2023,62,NA,NA,NA,NA,NA,NA,NA,NA,"RBT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,"PF15_A_2023_Fall",NA,"Fall",0,0.298333333333333,0.231709442546849,0.364957224119818,0,"Age0","Abundance","PF15","PF15",NA
"240","PF15_A","Fall",2023,65,"PF15_A 2023 K",160,"2023-10-12",285,"K",1,215,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2023_Fall",0,"Fall 2",2.57879656160458,0.387777777777778,0.286892354440334,0.488663201115222,0.0161174785100286,"Age0andUp","Abundance","PF15","PF15",NA
"241","PF15_A","Fall",2023,65,"PF15_A 2023 K",160,"2023-10-12",285,"K",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2023_Fall",NA,"Fall 2",0,0.427142857142857,0.262338811885062,0.591946902400652,0,"All","Abundance","PF15","PF15",NA
"242","PF15_A","Spring",2017,54,"PF15_A 2017 A",160,"2017-06-22",173,"A",1,73.75,NA,"RBT",4,0,4,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2017_Spring",0,"Spring",16.8421052631579,0.2375,-0.0196885482157658,0.494688548215766,0.105263157894737,"Age0","Abundance","PF15","PF15",NA
"243","PF15_A","Spring",2017,57,"PF15_A 2017 A",160,"2017-06-22",173,"A",1,156.5,NA,"RBT",2,0,2,0,NA,NA,NA,NA,NA,NA,2,"PF15_A_2017_Spring",0,"Spring 2",7.72532188841201,0.258888888888889,0.16824845395809,0.349529323819688,0.0482832618025751,"Age1andUp","Abundance","PF15","PF15",NA
