"","X.1","UniqueId","Age_Key","X","Year","PrimaryProject","ScaleCard","SiteID","Season","Section","SiteCodeB","ScaleGroup","SitePass","PairedEvents","Date","Session","JD","Count","Species","Length","Weight","TagCode","Recap","Mark","EventType","PITTag","Cond1","Cond2","Cond3","Cond4","Stream","SurveyLength","SurveyType","SiteCodeD","CompleteAge","Section2","Time"
"3171",5811,5811,1,6344,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",155,31.5,NA,NA,1,"Recapture","3DD.003D3115B3","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3172",5812,5812,1,6345,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",188,66.2,NA,NA,1,"Recapture","3DD.003DA25249","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3173",5813,5813,0,6346,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",76,4.7,NA,NA,1,"Mark","3DD.003DA24EB7","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3174",5814,5814,2,6347,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",247,136.6,NA,NA,1,"Mark","3DD.003DA24ECC","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",2,"Control_Per2","Impact"
"3175",5815,5815,0,6348,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",70,3.9,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3176",5816,5816,1,6349,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",187,66.9,NA,NA,1,"Mark","3DD.003DA24FA7","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3177",5817,5817,0,6350,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",70,4,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3178",5818,5818,0,6351,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",71,4.1,NA,1,0,"Recapture","3DD.003DA254B2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3179",5819,5819,0,6352,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",76,4.9,NA,0,0,"Mark","3DD.003DA2545F","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3180",5820,5820,1,6353,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",86,6.4,NA,NA,1,"Mark","3DD.003DA24EA3","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3181",5821,5821,0,6354,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",63,2.6,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3182",5822,5822,1,6355,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",206,78.6,NA,1,0,"Recapture","3DD.003DA24EAA","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3183",5823,5823,0,6356,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",75,4.5,NA,0,0,"Mark","3DD.003DA25476","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3184",5824,5824,1,6041,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",173,40.7,NA,NA,1,"Mark","3DD.003DA24FC2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3185",5825,5825,1,6357,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",169,47,NA,NA,1,"Mark","3DD.003DA24EC4","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3186",5826,5826,0,6358,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",61,2.7,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3187",5827,5827,0,6359,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",59,2.6,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3188",5828,5828,0,6360,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",81,5.8,NA,1,0,"Recapture","3DD.003DA24FC4","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3189",5829,5829,0,6361,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",81,7.2,NA,NA,1,"Mark","3DD.003DA24F9E","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3190",5830,5830,1,6362,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",193,67.5,NA,0,0,"Mark","3DD.003DA25472","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3191",5831,5831,1,6363,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",193,65.4,NA,NA,1,"Recapture","3DD.003D3115B2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3192",5832,5832,1,6364,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",185,48.8,NA,1,0,"Recapture","3DD.003DA24EA1","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3193",5833,5833,0,6365,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",75,4.9,NA,NA,1,"Mark","3DD.003DA24E71","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3194",5834,5834,0,6366,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",80,5.4,NA,NA,1,"Mark","3DD.003DA24ECF","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3195",5835,5835,0,6367,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",75,4.8,NA,0,0,"Mark","3DD.003DA25479","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3196",5836,5836,1,6368,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",153,31.4,NA,NA,1,"Mark","3DD.003DA24E87","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3197",5837,5837,0,6369,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",64,3,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3198",5838,5838,0,6370,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",62,2.5,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3199",5839,5839,0,6371,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",65,3,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3200",5840,5840,1,6372,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",178,44.1,NA,NA,1,"Mark","3DD.003DA24EAB","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3201",5841,5841,0,6373,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",50,1.7,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3202",5842,5842,0,6374,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",55,1.6,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3203",5843,5843,0,6375,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",62,3.1,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3204",5844,5844,0,6376,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",65,3.2,NA,1,0,"Recapture","3DD.003DA24FAE","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3205",5845,5845,0,6170,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",64,3.6,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3206",5846,5846,0,6377,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",65,3.2,NA,0,0,"Mark","3DD.003DA25475","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3207",5847,5847,1,6378,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",184,61.7,NA,NA,1,"Mark","3DD.003DA2550F","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3208",5848,5848,1,6379,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",134,18.7,NA,1,0,"Recapture","3DD.003DA251F8","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3209",5849,5849,1,6380,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",154,34.2,NA,NA,1,"Recapture","3DD.003D3115B7","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3210",5850,5850,0,6381,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",76,4.6,NA,NA,1,"Mark","3DD.003DA24EBF","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3211",5851,5851,1,6382,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",180,47.3,NA,NA,1,"Mark","3DD.003DA24E72","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3212",5852,5852,0,6383,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",86,7,NA,NA,1,"Mark","3DD.003DA24ECA","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3213",5853,5853,0,6384,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",89,7.4,NA,NA,1,"Mark","3DD.003DA24FA2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3214",5854,5854,0,6385,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",82,5.9,NA,0,0,"Mark","3DD.003DA2544D","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3215",5855,5855,0,6386,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",83,5.8,NA,NA,1,"Mark","3DD.003DA24E7C","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3216",5856,5856,1,6387,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",233,129.6,NA,0,0,"Recapture","3DD.003D3118C6","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3217",5857,5857,1,6388,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",165,40.3,NA,NA,1,"Recapture","3DD.003D3115C2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3218",5858,5858,0,6389,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",70,3.8,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3219",5859,5859,0,6171,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",74,4.1,NA,0,0,"Mark","3DD.003DA254A6","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3220",5860,5860,0,6390,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",71,4.1,NA,0,0,"Mark","3DD.003DA254A3","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3221",5861,5861,0,6391,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",73,4.4,NA,NA,1,"Mark","3DD.003DA24E9B","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3222",5862,5862,1,6172,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",97,9.6,NA,1,0,"Recapture","3DD.003DA24E98","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3223",5863,5863,1,6392,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",198,56.9,NA,NA,1,"Mark","3DD.003DA24EAE","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3224",5864,5864,0,6393,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",77,5.5,NA,0,0,"Recapture","3D6.1D594D2DD1","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3225",5865,5865,0,6394,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",75,4.4,NA,0,0,"Mark","3DD.003DA25453","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3226",5866,5866,0,6395,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",58,2,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3227",5867,5867,0,6396,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",74,4.7,NA,NA,1,"Mark","3DD.003DA24E85","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3228",5868,5868,0,6085,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",60,2,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3229",5869,5869,0,6086,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",70,3.8,NA,NA,1,"Mark","3DD.003DA254EA","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3230",5870,5870,1,6173,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",176,46.1,NA,1,0,"Recapture","3DD.003DA24FE2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3231",5871,5871,0,6174,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",81,5.9,NA,0,0,"Mark","3DD.003DA2546D","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3232",5872,5872,0,6397,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",84,6.3,NA,NA,1,"Mark","3DD.003DA24E96","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3233",5873,5873,1,6087,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",171,52.8,NA,0,0,"Mark","3DD.003DA254AA","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3234",5874,5874,0,6175,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",64,3.6,NA,NA,1,"Tally","..........","CU","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3235",5875,5875,0,6398,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",60,2.3,NA,0,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3236",5876,5876,0,6088,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",2,"G",2020-10-15,"OJD-2020-289-30M",289,1,"RbT",67,3.4,NA,0,0,"Mark","3DD.003DA2546A","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3237",5877,5877,0,6089,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",71,4,NA,NA,1,"Mark","3DD.003DA24FCB","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3238",5878,5878,0,6399,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",72,4,NA,NA,1,"Mark","3DD.003DA254E5","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3239",5879,5879,1,6400,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",207,79.3,NA,NA,1,"Mark","3DD.003DA24FDE","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3240",5880,5880,1,6401,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",198,76.2,NA,NA,1,"Mark","3DD.003DA24EC2","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
"3241",5881,5881,0,6090,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",80,4.8,NA,NA,1,"Mark","3DD.003DA24EA5","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",0,"Control_Per2","Impact"
"3242",5882,5882,1,6402,2020,"Thirtymile Creek_GSWCD","","PF3_A","Fall","Control","PF3_A 2020 G","ScalesA",1,"G",2020-10-14,"OJD-2020-288-30M",288,1,"RbT",237,120,NA,NA,1,"Recapture","3D6.1D5958A0A4","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",210,"Abundance","ScalesA Fall",1,"Control_Per2","Impact"
